path;total_conversions;total_conversion_value;total_null
snapchat > FB > FB;1;2.53;2
snapchat > Pinterest > Bing > retargeting> Bing;1;4.774;3
paid search > FB > FB > Pinterest > FB > Tiktok > Tiktok > Tiktok > paid search;1;1.197;3
display > Tiktok > Tiktok > display > Pinterest > Tiktok > Tiktok > FB > Pinterest > Tiktok > Tiktok > display > Pinterest > retargeting> display > retargeting> retargeting> Tiktok > Tiktok > display > Tiktok;1;4.495;2
FB > FB > FB;1;2.69;3
paid search > paid search > Pinterest > paid search > paid search > paid search > Pinterest > snapchat > paid search > Tiktok > paid search > Tiktok > Pinterest > Tiktok > paid search > Tiktok > Tiktok;1;1.176;2
snapchat > FB > display > snapchat > snapchat > FB > snapchat > FB > display;0;0;2
FB > Pinterest > FB;1;1.1;2
paid search > paid search > paid search > paid search > paid search > paid search;1;5.581;2
paid search > paid search > display > Tiktok > Tiktok;1;2.2;6
snapchat > FB;1;1.582;2
FB;2;9.05533333333333;9
snapchat > paid search > snapchat > Tiktok > Tiktok > snapchat > snapchat > snapchat > paid search > FB > snapchat > paid search > FB > paid search > FB > FB > FB > Tiktok > FB;0;0;2
paid search > paid search > paid search > paid search > Pinterest > Pinterest > display > Pinterest > display > paid search > display > Pinterest > display > display;1;17.412;3
FB > FB > FB > Tiktok;1;2.92;2
snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > paid search > snapchat > snapchat > paid search;1;7.974;2
snapchat > FB > paid search;1;5.85;2
paid search > FB;1;0.3;2
paid search > Pinterest > Tiktok > Tiktok > Pinterest;1;3.1;3
FB > FB > FB > FB > FB > FB > FB > FB > FB > FB > FB > FB > FB > FB;1;2.118;2
snapchat > snapchat > snapchat > snapchat > FB > FB > FB > FB > snapchat > FB;1;6.38;3
paid search > display > display > FB > display > paid search > paid search;1;4.234;2
snapchat > FB > FB > FB > display > display;1;7.38;2
display > display > display > display > Bing > Tiktok > display > display > display > Bing > display > display > display > display > display > display > display > display > display > display > Tiktok > display > display > display > display > display > Tiktok > display > display > display > Pinterest > display > paid search > display > display > display > display > display > display > display > display > display > display;1;2.225;3
FB > Tiktok > paid search > paid search > paid search > offline > paid search > FB;0;0;3
paid search > paid search > Bing;9;30.57375;33
paid search > paid search > Retargeting;0;0;3
FB > snapchat > snapchat > Tiktok > snapchat > snapchat > FB > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > FB;1;2.01;3
FB > FB;1;2.88;3
FB > paid search > Tiktok;1;3.094;3
Pinterest > paid search > Pinterest > Tiktok > retargeting> Tiktok > Tiktok;1;10.687;2
Tiktok > paid search > paid search > Tiktok > Tiktok > display;1;0.94;2
display > Tiktok > display > snapchat > display;1;0.94;3
paid search > FB;1;3.6005;6
FB > FB;1;2.8;2
paid search > paid search > FB;1;4.489;3
paid search > snapchat > paid search > snapchat;1;26.703;3
paid search > paid search > Pinterest > Tiktok;0;0;2
paid search > snapchat > snapchat > FB > Tiktok > snapchat > Tiktok > Pinterest > Tiktok > Tiktok > snapchat > FB > Tiktok > Pinterest;1;8.225;2
Pinterest > Tiktok > retargeting> Retargeting;1;3.883;3
snapchat > paid search > snapchat > snapchat > Pinterest > Tiktok > Tiktok > paid search > snapchat > paid search;1;2.183;3
FB > FB > Tiktok;1;5.344;2
FB > FB > Bing;1;1.849;3
paid search > snapchat > Pinterest > retargeting> Retargeting;1;1.8;3
FB > Tiktok > Tiktok;1;3.851;2
Tiktok > Pinterest > Tiktok > paid search > Pinterest;1;3;3
FB;1;3.413;2
paid search > paid search > Tiktok > Tiktok > Tiktok;1;2.4;2
FB;1;3.263;3
snapchat > paid search > paid search > snapchat > FB > FB > FB;1;0.236;3
paid search > paid search > snapchat > snapchat > paid search > paid search > paid search > snapchat > paid search > paid search > offline > snapchat > Tiktok > paid search > snapchat > FB;1;2.946;3
paid search > snapchat > FB > paid search;1;1.12;2
paid search > paid search > paid search > paid search > snapchat > Tiktok > FB;1;3.439;3
snapchat > FB > snapchat > FB > paid search > display;1;4.46;2
snapchat > snapchat > snapchat > snapchat > FB;0;0;2
FB > FB > paid search > FB > snapchat > paid search;1;0.464;2
snapchat > Tiktok > FB;0;0;3
paid search > snapchat > FB > paid search;1;4.828;3
Pinterest > Pinterest > paid search > Pinterest > paid search > snapchat > FB;1;8.164;3
Pinterest > Tiktok > Tiktok > Tiktok > paid search > snapchat;1;9.134;2
paid search > Tiktok > Tiktok > paid search > paid search;1;2.424;2
paid search > paid search > paid search > FB > snapchat > paid search > FB > paid search > paid search > paid search > FB;1;2.263;2
snapchat > snapchat > FB > Tiktok;1;7.452;3
Pinterest > paid search > snapchat;1;2.8;3
Pinterest > Tiktok > Pinterest > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok;0;0;3
paid search > paid search > paid search > display > Tiktok;1;7.32;2
Bing > paid search > Tiktok;1;3.94;3
Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok;7;9.632;29
Tiktok > Tiktok > paid search > Tiktok > Tiktok > Tiktok > Tiktok;1;3.576;3
Pinterest > snapchat;1;4.045;2
paid search > FB > paid search > snapchat > FB > FB > paid search > FB > paid search > FB;1;4.875;2
Pinterest > FB > FB;0;0;3
FB;1;2.914;2
paid search > paid search > paid search > paid search > paid search > paid search > Tiktok;0;0;2
Pinterest > paid search > Pinterest > Tiktok > Pinterest > snapchat;1;2.455;2
Pinterest > FB > FB;1;2.579;2
snapchat > snapchat;1;11.412;3
FB > Pinterest > Retargeting;1;9.363;2
Pinterest > snapchat > Pinterest > snapchat > FB;0;0;2
paid search > FB > snapchat > FB > FB > paid search > FB > Tiktok;1;3.175;2
snapchat > paid search > paid search > snapchat > snapchat > Pinterest > snapchat > paid search;1;2.35;3
snapchat > snapchat > snapchat > snapchat > Tiktok > FB;1;1.943;3
retargeting> retargeting> display;1;15.992;2
snapchat > snapchat > Tiktok > snapchat > Tiktok > FB;1;3.8;2
paid search > FB > paid search;1;6.495;2
Tiktok > FB;0;0;2
paid search > display > paid search > paid search > paid search > Tiktok > display > Tiktok;0;0;3
snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > Tiktok > snapchat > snapchat > snapchat > snapchat > Tiktok > Tiktok > FB > FB > FB;0;0;3
paid search > Pinterest > Bing > Pinterest;1;1.435;3
paid search > paid search > FB > FB;1;2.372;2
snapchat > FB;1;2.344;2
FB;13;90.3339411764706;53
Pinterest > Tiktok > Tiktok > display > display > display > display > display;1;2.28;2
FB;16;41.5648;62
FB;1;7.612;3
snapchat > FB > paid search > FB > Tiktok;1;5.109;2
snapchat > FB > Tiktok > snapchat > FB > snapchat > FB > snapchat > snapchat > FB;1;2.141;3
snapchat > FB > FB > FB > Tiktok > retargeting> FB > snapchat > FB;1;1.7;2
paid search > Tiktok > paid search > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok;1;1.959;3
paid search > paid search > FB > Tiktok > Tiktok;1;2.103;3
Pinterest > Pinterest > offline > Pinterest > Pinterest > Tiktok > snapchat > Pinterest > snapchat > Pinterest > Tiktok > Tiktok > snapchat > Tiktok > Pinterest;1;12.729;3
snapchat > Tiktok;2;6.505;5
paid search > paid search > paid search;1;3.565;2
display > display > display > display;2;3.8;5
paid search > snapchat;1;3.44;2
FB;1;5.604;2
Pinterest > Tiktok > Pinterest > Pinterest > Tiktok > Pinterest > Pinterest > Tiktok > Tiktok > Pinterest > Tiktok > Tiktok > Tiktok;1;3.014;3
paid search > paid search > snapchat > paid search > paid search > paid search > retargeting> Tiktok;1;3.546;3
paid search > Tiktok > FB;1;0.53;2
paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > Tiktok > paid search > Tiktok > paid search > paid search > paid search > Pinterest > paid search > paid search;1;1.872;2
snapchat > FB > Tiktok > retargeting> retargeting> Tiktok > Tiktok > Tiktok > paid search > display > retargeting> Retargeting;1;1.35;3
snapchat > Pinterest > snapchat > snapchat > FB > snapchat > FB;0;0;3
paid search > paid search > paid search > Tiktok;2;14.072;5
paid search > Pinterest > Bing > paid search;1;2.2;3
paid search > Tiktok > display > Tiktok > Tiktok > Tiktok > Tiktok > display > snapchat > Tiktok > display > display > Tiktok;1;1.92;3
paid search > Tiktok > paid search > Tiktok > paid search > paid search > paid search > paid search > paid search;1;5.748;2
paid search > paid search > paid search > Tiktok;1;1.7;3
snapchat > snapchat > FB > retargeting> Tiktok > Tiktok > Pinterest > display > Pinterest > retargeting> snapchat > Pinterest > retargeting> FB > retargeting> Pinterest > Retargeting;0;0;2
FB > Tiktok > FB;1;5.582;3
FB;17;50.5401904761905;61
snapchat > FB > paid search > snapchat > FB;1;6.5;2
FB > FB > paid search > paid search > paid search;1;16.263;3
paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search;1;4.3;3
paid search > paid search > paid search > paid search;2;5.98;6
retargeting> retargeting> paid search;2;3.968;5
paid search > paid search > paid search > paid search > paid search > display > paid search;1;1.4;2
Pinterest > snapchat > Pinterest;1;8.155;5
paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > FB;1;1.889;2
snapchat > snapchat > Tiktok > FB > snapchat;2;2.936;5
Pinterest > retargeting> Bing > Retargeting;0;0;3
Retargeting;1;2.657;2
Pinterest > paid search > paid search;1;2.029;3
paid search > Bing > display > display;1;2.935;2
paid search > paid search > snapchat > FB;1;1.26;2
FB > Tiktok;1;2.575;3
Pinterest > snapchat > Tiktok;1;2.804;2
FB > paid search > paid search > paid search > paid search > Tiktok > paid search;0;0;2
display > display > display > display > display > display > display > Pinterest > display > display;2;6.744;6
paid search > paid search > snapchat > paid search > FB > paid search > paid search > paid search > paid search > paid search > snapchat > Tiktok > paid search > Tiktok;0;0;2
snapchat > snapchat > Tiktok > FB;1;5.58;2
FB > FB;1;1.846;6
paid search > paid search;1;3.203;3
offline > Pinterest > Bing > Tiktok > Tiktok;1;2.576;2
display > Pinterest > display > Bing;1;1.371;2
FB > FB;0;0;2
snapchat > paid search > paid search > paid search > paid search > paid search > Retargeting;1;2.65;3
paid search > FB;1;3.7;3
paid search > Pinterest > Tiktok > paid search > Tiktok > Pinterest > snapchat > paid search > paid search > Pinterest > paid search > paid search > Pinterest > Pinterest > paid search > paid search > Tiktok > paid search > Pinterest > paid search > Pinterest;1;14.916;2
snapchat > Pinterest > snapchat > Tiktok > snapchat > snapchat > snapchat > Tiktok > paid search > snapchat > FB > snapchat > Tiktok > FB > Bing > FB > FB > paid search > paid search > paid search > FB;1;1.128;2
paid search > snapchat > snapchat;2;5.029;6
paid search > Pinterest > Pinterest > paid search > Pinterest > paid search > Pinterest > Tiktok > paid search;1;2.412;2
paid search > paid search > Tiktok > display > Tiktok > Tiktok > paid search > paid search > Tiktok > display > display > display;1;2.643;3
paid search > FB > paid search > paid search;1;3;2
Pinterest > paid search > paid search > display > paid search;1;1.7;2
paid search > paid search > paid search > FB > Tiktok > paid search > FB > paid search > Tiktok;1;23.127;3
Pinterest > Pinterest > Tiktok > Tiktok > Pinterest > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > snapchat > Tiktok > Pinterest > Tiktok > Tiktok > Pinterest > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok;1;2.21;3
paid search > FB;0;0;5
paid search > snapchat > FB > snapchat > FB;1;7.638;2
paid search > paid search > paid search > paid search;4;10.038;10
FB > FB > paid search > snapchat > snapchat > snapchat > Pinterest > paid search > snapchat > offline > paid search > snapchat > FB > paid search > FB > FB;1;0.5;3
paid search > display > paid search > paid search > display > Tiktok;1;11.607;3
FB > Tiktok > FB;1;1.249;2
FB > display;0;0;2
display > display > Tiktok > Bing > Tiktok > Tiktok > display > display > display > display > Pinterest > display > Tiktok > Tiktok > Tiktok > Tiktok > display > Tiktok > display > display > Tiktok > Tiktok > display > Tiktok > Tiktok > display > display > Tiktok > display > Tiktok > display;1;2.79;3
paid search > paid search > Pinterest > Pinterest > Tiktok > Tiktok > Tiktok > Tiktok > Bing;1;3.99;2
paid search > snapchat > snapchat > paid search > paid search > Tiktok > paid search > paid search > Tiktok > Tiktok > paid search > Tiktok > paid search > Tiktok > paid search > paid search > Tiktok > paid search > Bing > paid search > display > Tiktok;1;2.287;3
FB > snapchat > snapchat > FB > Tiktok > Tiktok > Bing;1;17.854;2
paid search > paid search > paid search > snapchat > FB > Tiktok > display > paid search;1;2.3;3
snapchat > snapchat > snapchat > FB;0;0;2
Pinterest > paid search > paid search > Tiktok > paid search > Tiktok > paid search > Tiktok > Pinterest > display > Tiktok > Tiktok > paid search > Bing > Tiktok > Tiktok > display > display > Tiktok;1;2.275;2
paid search > display > paid search > Pinterest > paid search;1;1.822;3
paid search > FB;1;4.3;2
Pinterest > paid search > paid search > paid search > FB;0;0;3
FB;3;4.185;20
Pinterest > paid search > Pinterest > paid search > Pinterest > Tiktok > paid search > Pinterest > Pinterest;1;5.124;3
paid search > Pinterest > snapchat > Pinterest;1;2.9;3
FB > Pinterest;0;0;3
snapchat > Tiktok > Tiktok;1;6.887;2
Pinterest > FB > FB > Pinterest > Tiktok > Tiktok > display > display > FB;1;2.75;2
display > Tiktok > display > Tiktok > paid search > display > FB > Pinterest;1;2.6;2
display > display > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Bing;1;1.85;3
paid search > paid search > Tiktok > paid search > offline > paid search > paid search > paid search > paid search > paid search > Pinterest > paid search > paid search;1;4.24;3
FB > Tiktok;1;3.491;3
paid search > snapchat > Tiktok > Bing > snapchat > Tiktok > Tiktok > offline > Bing > offline > Tiktok > Tiktok > offline;1;3.043;2
paid search > Tiktok > paid search > paid search;1;0.965;2
paid search > paid search > paid search > paid search > paid search > paid search;2;32.3;5
snapchat > snapchat > FB > Pinterest;0;0;3
Pinterest > paid search > paid search > Pinterest > Pinterest > paid search > Tiktok > Pinterest;1;4.855;3
paid search > paid search > paid search > paid search > Tiktok > paid search;1;2.65;2
Tiktok > snapchat > Tiktok > display > display > display > display > Pinterest > Tiktok > Tiktok > display > Tiktok;1;22.946;2
paid search > snapchat > paid search > snapchat > FB;1;2.3;3
Pinterest > Pinterest > display > Retargeting;1;4.152;2
FB > FB > Bing;1;3.881;3
Pinterest > snapchat > Pinterest > display > Pinterest > Tiktok > Tiktok > Pinterest > snapchat > FB > snapchat > Pinterest > Tiktok > Tiktok > paid search > display > display > display > display > display > Pinterest > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok;1;5.496;2
snapchat;1;2.098;3
FB > display > display;0;0;2
paid search > Pinterest;1;14.8;2
Pinterest > Tiktok > Tiktok > display > display;1;6.165;3
paid search > snapchat > snapchat > snapchat > snapchat > snapchat > FB > retargeting> FB > FB > FB;1;3.794;3
FB;1;2.3;2
FB;1;3.104;3
snapchat;0;0;3
FB > snapchat > FB > Tiktok > Tiktok > Pinterest > FB > Tiktok > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > Tiktok > Tiktok;1;11.979;2
Pinterest > FB;1;3.197;2
paid search > FB > Tiktok > Tiktok > snapchat > FB > Pinterest > FB > Tiktok > Tiktok > Tiktok;1;7.294;2
Pinterest > paid search;1;6.84;3
Tiktok > FB;1;1.671;2
snapchat > snapchat > snapchat > paid search > snapchat > snapchat > snapchat > FB > snapchat > FB > snapchat > FB > snapchat;2;4.86;5
FB > snapchat;1;3.95;3
snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > paid search > paid search > paid search > Bing > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > paid search > paid search > paid search;1;6.55;2
FB;1;1.66;2
snapchat > snapchat > FB > snapchat > snapchat > snapchat > Tiktok > snapchat > snapchat > FB;1;4.223;3
Pinterest > retargeting> Pinterest > retargeting> Pinterest > Tiktok;1;1.856;2
snapchat > paid search;1;8.5;3
Tiktok > Pinterest > paid search > Pinterest > Tiktok;1;2.4;2
snapchat > snapchat > FB > Bing;1;13.644;3
paid search > paid search > FB > FB > Tiktok;1;5.961;3
FB > FB > FB;1;2.483;3
FB > FB;1;1.527;2
paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > Pinterest > Pinterest > paid search > Pinterest > paid search > paid search > paid search > paid search;1;2.372;3
FB > FB;1;3.007;3
paid search > paid search > paid search > paid search > paid search > paid search;1;3.796;2
paid search > Bing;1;2.327;2
snapchat > Tiktok > snapchat > snapchat > FB > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > Tiktok > Tiktok > snapchat > snapchat > snapchat > FB > FB > FB;0;0;3
snapchat > snapchat > snapchat;0;0;2
snapchat > FB;3;15.867;7
paid search > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > paid search > Tiktok > Tiktok > Tiktok > display > paid search;1;23.161;3
snapchat > Tiktok > snapchat > snapchat > snapchat;1;3.24;3
paid search > paid search > paid search > paid search > paid search > snapchat > Pinterest > paid search > Pinterest > paid search > paid search > Pinterest > paid search > paid search > paid search > paid search > paid search;1;4.493;3
FB > Tiktok > paid search > FB;1;1.7;3
snapchat > Tiktok > FB > FB;1;1.232;2
snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > FB > snapchat > snapchat > snapchat > paid search > display > Tiktok > Tiktok > display > display > retargeting> snapchat > snapchat > FB > snapchat > Pinterest;1;2.4;3
snapchat > FB;1;3.701;2
Pinterest > Pinterest > FB > FB > display;1;3.8;2
snapchat > Tiktok > Tiktok > Tiktok > Tiktok;1;3.82;2
paid search > paid search > Tiktok > snapchat > paid search;1;1.6;2
paid search > paid search > paid search > paid search > Tiktok > paid search > paid search > Tiktok > Tiktok > Tiktok > paid search > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok;1;8.566;3
FB;0;0;2
paid search > paid search > paid search > FB;1;2.083;2
snapchat > Pinterest > paid search > paid search > paid search > FB > FB > Pinterest > paid search > paid search > paid search > paid search;1;8.016;3
paid search > FB;1;3.302;2
display > Tiktok > Tiktok > Pinterest > snapchat > Tiktok > Tiktok;1;2.475;3
display > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok;1;4.32;2
FB > FB > FB;1;7.81;2
FB > Pinterest > Tiktok > Tiktok > Tiktok;1;4.7;3
FB > FB > FB > FB > paid search > snapchat > Tiktok;1;7.9;2
FB > FB;0;0;3
paid search > display > Retargeting;1;4.716;3
paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > display;0;0;2
FB > FB > Tiktok;1;4.93;3
display > Pinterest > Pinterest > snapchat > snapchat > FB;1;2.733;2
paid search > snapchat > snapchat > paid search;0;0;2
paid search > FB;1;4.905;3
FB;1;0.8;3
Tiktok > Tiktok > Tiktok > display > Pinterest > Tiktok > Tiktok > Tiktok;1;3.037;3
snapchat > Tiktok > Tiktok;1;3.36;2
snapchat > FB > snapchat > snapchat > FB > snapchat > FB;1;3.2;2
display > paid search > paid search > Bing > Tiktok;1;4.66;2
Pinterest > paid search > paid search > paid search > paid search > paid search;1;6.987;2
paid search > Tiktok > snapchat;0;0;3
paid search > Pinterest > snapchat;1;1.394;2
FB;1;5.33;3
FB > Tiktok > snapchat > Tiktok > Tiktok > Tiktok;0;0;3
Pinterest > snapchat > snapchat > FB > Tiktok;1;13.3;2
snapchat > FB;1;0.519;3
Pinterest > snapchat > paid search > paid search > Pinterest > paid search > paid search > Pinterest;1;2.648;3
paid search > Pinterest > display > Pinterest > Tiktok > display > Pinterest > display > Pinterest > display > display > Pinterest > Pinterest > display > Tiktok > Tiktok > Bing;1;4.453;2
paid search > paid search > Tiktok > Bing;1;2.884;3
paid search > snapchat > paid search;1;4.177;6
FB > FB > FB;1;7.597;2
paid search > FB;1;2.781;6
paid search > paid search > snapchat > paid search;0;0;2
FB > snapchat;1;4.3;2
Tiktok > Tiktok > Bing > Bing > Bing > Tiktok;1;2.86;3
FB;2;4.503;6
Pinterest > FB > FB;1;0.773;2
snapchat > Tiktok > Tiktok > Tiktok;0;0;2
snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > Tiktok > FB > FB;1;8.286;3
Pinterest > snapchat > snapchat > snapchat > snapchat > Tiktok > snapchat > snapchat;0;0;2
snapchat > paid search > FB > snapchat > display > snapchat > display > snapchat > FB > snapchat > FB;1;10.953;3
paid search > snapchat > FB;1;2.977;3
paid search > paid search > paid search > paid search;1;3;2
paid search > snapchat > snapchat > snapchat > display > display > display;1;5.896;3
paid search > paid search > paid search > paid search > FB;1;2.804;3
FB > FB;0;0;2
snapchat > snapchat > snapchat > Pinterest > snapchat > Tiktok > display > snapchat;0;0;2
Pinterest > Pinterest > FB > paid search > FB > Pinterest > paid search > Pinterest > Tiktok > paid search > Pinterest;1;2.342;3
paid search > Tiktok > paid search;1;5.806;3
FB > Tiktok > Tiktok;0;0;2
display > paid search > paid search > paid search > snapchat > display > display > display;1;2.766;2
Pinterest > snapchat > snapchat > FB > Pinterest > Pinterest;1;0.523;3
FB > Pinterest > Retargeting;1;5.75;2
snapchat > paid search > paid search > paid search;1;2;2
display > display > offline > display;3;9.296;8
paid search > paid search > snapchat > FB > paid search;1;2.114;2
display > display > display > display > paid search > paid search > display > display > Tiktok > display;1;3.95;3
paid search > FB;1;2.596;2
paid search > snapchat > paid search > snapchat > Pinterest;1;2.635;2
FB > display > Tiktok > display;1;3.98;3
paid search > Pinterest > paid search > Pinterest;1;4.065;2
paid search > paid search > paid search > paid search;1;5.7;3
paid search > FB > retargeting> FB > FB > FB > Tiktok;1;8.492;2
display > Tiktok > display > Tiktok > display > Pinterest > Pinterest > display > Tiktok > Tiktok > display > display > display;1;1.937;3
Bing > Bing > Bing > Bing > Tiktok > Tiktok > Tiktok;1;3.8;3
FB;4;47.868;15
paid search > paid search > paid search > paid search > paid search;1;0.281;3
snapchat > FB > snapchat > FB;1;11.286;3
Pinterest > Tiktok > Tiktok > Pinterest > paid search > Tiktok > paid search > paid search > Pinterest > Tiktok > Pinterest > Pinterest > Tiktok > Pinterest;1;2;3
Tiktok > FB > Pinterest > Tiktok > Bing;0;0;3
FB > FB > paid search > FB;1;4.807;2
FB > snapchat > snapchat > snapchat > FB;1;1.812;2
FB > FB > paid search > paid search > paid search;0;0;2
paid search > Tiktok > paid search > display > retargeting> paid search;1;5.184;2
FB;1;0.5115;5
FB > Bing;1;3.362;3
paid search > paid search > paid search > paid search > FB > Tiktok;1;3.265;3
retargeting> Pinterest;1;3.054;3
snapchat > FB > paid search > snapchat > FB > display;1;1.78;2
paid search > paid search > paid search > paid search > snapchat > paid search;1;4.048;3
snapchat > snapchat > FB > snapchat > FB > snapchat > snapchat > FB > snapchat > snapchat > paid search > snapchat > snapchat > paid search;1;8.46;2
FB > Tiktok;1;5.86;6
Pinterest > Pinterest > paid search > Pinterest > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > Pinterest > paid search;1;3.086;2
FB;2;4.98;6
snapchat > snapchat > FB > FB;1;3.035;3
snapchat > snapchat > Tiktok;1;1.489;3
FB > FB > Tiktok;1;2.946;3
snapchat > FB > snapchat;1;4.496;6
FB;6;18.15075;21
Pinterest > Pinterest > Pinterest > display > display > Pinterest > display > display > display > display > display > display > display > display > display > Pinterest > display > display > display > display > display > display;1;5.24;2
Pinterest > paid search > display > FB > Bing;1;2.565;3
paid search > snapchat > paid search > display;1;1.9;3
display > Tiktok > display > Tiktok > Tiktok > display > display > Tiktok > Tiktok > display > Tiktok > Tiktok > Tiktok > Tiktok > display > Tiktok > Tiktok;1;4.914;3
FB > Tiktok > FB > FB > FB > FB > FB > Tiktok > FB;1;1.265;3
FB > Tiktok;0;0;2
paid search > Bing > paid search > paid search > Bing;1;4.56;2
FB;1;3.9;2
Pinterest > snapchat > FB;1;11.64;2
paid search > snapchat;0;0;2
FB;3;6.137;10
paid search > paid search > paid search;0;0;2
snapchat > Pinterest > display > display > display > display;0;0;2
paid search > Pinterest > paid search;0;0;2
FB > Tiktok > Pinterest;1;2.092;2
Pinterest > snapchat > FB;0;0;3
Tiktok > offline > Tiktok > Pinterest > Tiktok > Tiktok > Pinterest > Tiktok;1;1.479;2
display > Pinterest > paid search > display;1;3.461;3
display > display > display > display > Bing > display > Tiktok;0;0;2
Pinterest > display > Pinterest > Pinterest > Tiktok > Pinterest > Tiktok > display > display > display > display > display > display > display > display > display;0;0;3
paid search > paid search > snapchat > Tiktok > Tiktok > paid search > Tiktok > paid search > Tiktok > Tiktok > Tiktok > paid search;0;0;2
snapchat > paid search > snapchat > paid search > paid search > Pinterest;0;0;3
FB;1;6.881;2
snapchat > paid search;2;2.483;6
paid search > Bing > display;1;4;3
offline > snapchat > FB > Pinterest > FB;1;3.99;3
Tiktok > Pinterest > paid search > Tiktok;1;2.265;2
FB > Pinterest > Tiktok > snapchat;1;16.19;2
Pinterest > Bing > Tiktok > Tiktok > Tiktok;1;2.868;3
paid search > paid search;1;10.407;6
Pinterest > FB > FB > Tiktok;1;3.593;2
display > FB;1;3.803;3
Pinterest > Tiktok > display > Pinterest > display;1;2.413;3
FB;3;1.5036;16
paid search > paid search > paid search > paid search > Pinterest > paid search > paid search > paid search > paid search > paid search > FB > Bing > paid search > paid search > paid search > Bing;1;4.967;2
paid search > paid search > paid search > Tiktok;1;3.4;3
FB;2;5.537;5
snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > Tiktok > paid search;1;3.495;2
paid search > paid search > snapchat > FB > snapchat > snapchat > paid search;0;0;2
snapchat > FB;1;2.81;2
paid search > snapchat > snapchat > snapchat > Tiktok > snapchat > snapchat > snapchat > snapchat > snapchat > offline > Tiktok > paid search > snapchat;1;1.92;3
paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search;1;3.779;2
FB;2;10.909;5
Pinterest > Pinterest > Pinterest > paid search > snapchat > paid search > paid search > paid search > paid search > paid search;1;3.956;2
snapchat > paid search > snapchat > Tiktok > snapchat > Tiktok > FB > FB > paid search > snapchat > paid search > paid search > snapchat > paid search;1;2.692;3
FB;7;18.809875;23
snapchat > FB > Pinterest > FB > Pinterest > FB;0;0;3
paid search > snapchat > FB;1;3.452;2
snapchat > FB > FB > display;1;4.005;2
paid search > Tiktok > display > paid search > display;1;3.317;3
FB > Tiktok > FB > Tiktok > FB;0;0;2
snapchat > FB > snapchat > FB > snapchat > FB > snapchat > FB > snapchat > FB > Bing > snapchat;0;0;2
FB > Tiktok;8;44.414;40
paid search > Pinterest > display > display > display > display > display;0;0;3
FB > Tiktok > FB;0;0;3
paid search > paid search > Pinterest > paid search > Tiktok > Tiktok > Tiktok;1;2.19;3
